Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
Nick Richards,27,CHO,C,21,9,440,17.4,0.614,0.009,0.763,12,26.9,19.2,9.7,0.8,5.8,17.8,17.8,0.6,0.6,1.2,0.132,-2.1,0.3,-1.8,0,3.2,5.7,0.558,0,0.1,0,3.2,5.7,0.565,0.558,2.6,3.8,0.69,2.5,5.9,8.4,1.2,0.3,1.1,1.7,2.5,9,richani01
Nick Richards,27,CHO,C,21,9,440,17.4,0.614,0.009,0.763,12,26.9,19.2,9.7,0.8,5.8,17.8,17.8,0.6,0.6,1.2,0.132,-2.1,0.3,-1.8,0,3,5.4,0.561,0,0,0,3,5.4,0.566,0.561,2.8,4.1,0.678,2.4,5.1,7.5,1.3,0.3,1.2,1.6,2.3,8.9,richani01
Nick Richards,27,CHO,C,21,9,440,17.4,0.614,0.009,0.763,12,26.9,19.2,9.7,0.8,5.8,17.8,17.8,0.6,0.6,1.2,0.132,-2.1,0.3,-1.8,0,3.6,6.4,0.552,0,0.1,0,3.6,6.3,0.561,0.552,2.1,2.9,0.731,2.7,7.8,10.4,0.8,0.2,0.9,1.9,2.9,9.2,richani01
Nick Richards,27,PHO,C,9,8,219,14.2,0.598,0.017,0.448,12.5,34.3,23.8,4.6,0.5,3.4,19.7,17.5,0.1,0.3,0.4,0.083,-3.1,-1.3,-4.5,-0.1,3.2,5.7,0.558,0,0.1,0,3.2,5.7,0.565,0.558,2.6,3.8,0.69,2.5,5.9,8.4,1.2,0.3,1.1,1.7,2.5,9,richani01
Nick Richards,27,PHO,C,9,8,219,14.2,0.598,0.017,0.448,12.5,34.3,23.8,4.6,0.5,3.4,19.7,17.5,0.1,0.3,0.4,0.083,-3.1,-1.3,-4.5,-0.1,3,5.4,0.561,0,0,0,3,5.4,0.566,0.561,2.8,4.1,0.678,2.4,5.1,7.5,1.3,0.3,1.2,1.6,2.3,8.9,richani01
Nick Richards,27,PHO,C,9,8,219,14.2,0.598,0.017,0.448,12.5,34.3,23.8,4.6,0.5,3.4,19.7,17.5,0.1,0.3,0.4,0.083,-3.1,-1.3,-4.5,-0.1,3.6,6.4,0.552,0,0.1,0,3.6,6.3,0.561,0.552,2.1,2.9,0.731,2.7,7.8,10.4,0.8,0.2,0.9,1.9,2.9,9.2,richani01
Lindy Waters III,27,GSW,SG,38,9,655,8.6,0.498,0.722,0.054,2.5,13.5,7.8,8.8,1.6,1.4,7.5,14.6,0,0.7,0.7,0.052,-3.5,0.2,-3.3,-0.2,2,5.4,0.371,1.3,3.9,0.331,0.7,1.5,0.474,0.49,0.2,0.3,0.727,0.4,2.1,2.6,1.1,0.6,0.3,0.4,1.4,5.5,waterli01
Herbert Jones,26,NOP,SF,20,20,648,10.5,0.541,0.419,0.233,3.5,9.7,6.5,13.9,2.8,1.3,15.6,14.6,0.2,0.3,0.5,0.035,-3.7,0.1,-3.6,-0.3,3.8,8.6,0.436,1.1,3.6,0.306,2.7,5,0.53,0.5,1.7,2,0.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,joneshe01
Lonzo Ball,27,CHI,PG,30,9,647,12.7,0.524,0.827,0.107,3.3,13.2,8.3,20.5,3.2,2,14.9,15.6,0.3,0.8,1.1,0.079,-1.6,2,0.4,0.4,2.4,6.5,0.362,1.8,5.4,0.34,0.5,1.1,0.471,0.503,0.6,0.7,0.857,0.7,2.8,3.4,3.5,1.5,0.5,1.2,1.7,7.2,balllo01
Cameron Payne,30,NYK,PG,45,1,642,16,0.568,0.625,0.139,2,9.3,5.7,24.1,2.1,1.6,9.3,21.1,1.3,0.6,1.9,0.141,1.4,0.1,1.5,0.6,2.5,5.9,0.419,1.4,3.7,0.389,1,2.2,0.47,0.541,0.7,0.8,0.892,0.2,1.2,1.4,2.5,0.6,0.2,0.6,1.6,7.2,payneca01
Maxi Kleber,33,DAL,PF,34,4,637,5.7,0.489,0.51,0.219,4.3,11.6,8,8.3,0.7,2.3,17.9,8.6,0,0.4,0.4,0.032,-4,0.4,-3.6,-0.3,1.1,2.8,0.385,0.4,1.4,0.265,0.7,1.4,0.511,0.453,0.5,0.6,0.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3,klebima01
Ricky Council IV,23,PHI,SF,41,4,634,13.6,0.541,0.427,0.344,5.1,14.4,9.5,11.5,1.5,1.1,8.7,19.9,0.6,0.4,1,0.072,-0.4,-1.6,-2.1,0,2.3,5.5,0.419,0.7,2.4,0.309,1.6,3.2,0.5,0.485,1.5,1.9,0.808,0.7,1.8,2.5,1.2,0.5,0.2,0.6,1,6.9,councri01
Julian Phillips,21,CHI,SF,49,3,633,9.7,0.557,0.535,0.259,7,8.7,7.9,4.1,1.5,1.5,9.6,13.8,0.4,0.4,0.8,0.058,-3,-1.1,-4.1,-0.3,1.5,3.5,0.441,0.6,1.9,0.319,0.9,1.6,0.582,0.526,0.7,0.9,0.727,0.9,1.1,2,0.4,0.4,0.2,0.4,1.3,4.3,phillju01
Tidjane Salaün,19,CHO,PF,34,8,625,7.1,0.433,0.629,0.182,5.8,18.4,11.9,8.3,1.6,0.9,13.6,14.4,-0.5,0.6,0.1,0.007,-4.6,-0.1,-4.7,-0.4,1.6,5,0.318,0.9,3.1,0.28,0.7,1.9,0.381,0.406,0.6,0.9,0.677,1,3.1,4.1,1.1,0.6,0.2,0.9,1.3,4.7,salauti01
Daniel Theis,32,NOP,C,38,9,621,12.2,0.558,0.287,0.287,7.4,21.7,14.3,13.1,1.4,3,14.7,11.6,0.6,0.4,1,0.08,-3.2,-0.2,-3.3,-0.2,1.6,3.4,0.473,0.2,1,0.243,1.4,2.4,0.565,0.508,0.8,1,0.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3,theisda01
Shake Milton,28,2TM,SG,38,1,620,12.5,0.583,0.459,0.243,3.6,9.3,6.4,19.9,1.4,0.3,12,16.5,0.8,0.3,1.2,0.089,-1.2,-0.4,-1.6,0.1,2.3,4.9,0.465,0.8,2.2,0.365,1.4,2.6,0.55,0.549,0.9,1.2,0.8,0.5,1.3,1.8,2.1,0.4,0.1,0.7,1.4,6.3,miltosh01
Shake Milton,28,2TM,SG,38,1,620,12.5,0.583,0.459,0.243,3.6,9.3,6.4,19.9,1.4,0.3,12,16.5,0.8,0.3,1.2,0.089,-1.2,-0.4,-1.6,0.1,2.7,5.8,0.465,1,2.7,0.389,1.7,3.1,0.529,0.554,0.9,1.2,0.758,0.6,1.3,1.9,2.4,0.6,0,0.7,1.6,7.4,miltosh01
Shake Milton,28,2TM,SG,38,1,620,12.5,0.583,0.459,0.243,3.6,9.3,6.4,19.9,1.4,0.3,12,16.5,0.8,0.3,1.2,0.089,-1.2,-0.4,-1.6,0.1,1.2,2.5,0.464,0.3,1.2,0.231,0.9,1.4,0.667,0.518,1,1.1,0.917,0.4,1.3,1.6,1.5,0.2,0.1,0.7,0.9,3.6,miltosh01
Shake Milton,28,BRK,SG,27,1,492,13,0.58,0.459,0.21,3.6,8.5,6,20.7,1.5,0.2,10.4,17.1,0.7,0.2,1,0.094,-0.7,-0.3,-1.1,0.1,2.3,4.9,0.465,0.8,2.2,0.365,1.4,2.6,0.55,0.549,0.9,1.2,0.8,0.5,1.3,1.8,2.1,0.4,0.1,0.7,1.4,6.3,miltosh01
Shake Milton,28,BRK,SG,27,1,492,13,0.58,0.459,0.21,3.6,8.5,6,20.7,1.5,0.2,10.4,17.1,0.7,0.2,1,0.094,-0.7,-0.3,-1.1,0.1,2.7,5.8,0.465,1,2.7,0.389,1.7,3.1,0.529,0.554,0.9,1.2,0.758,0.6,1.3,1.9,2.4,0.6,0,0.7,1.6,7.4,miltosh01
Shake Milton,28,BRK,SG,27,1,492,13,0.58,0.459,0.21,3.6,8.5,6,20.7,1.5,0.2,10.4,17.1,0.7,0.2,1,0.094,-0.7,-0.3,-1.1,0.1,1.2,2.5,0.464,0.3,1.2,0.231,0.9,1.4,0.667,0.518,1,1.1,0.917,0.4,1.3,1.6,1.5,0.2,0.1,0.7,0.9,3.6,miltosh01
Shake Milton,28,LAL,SG,11,0,128,10.4,0.601,0.464,0.429,3.6,12.1,8,16.6,0.8,0.7,19.4,14.2,0.1,0.1,0.2,0.072,-3,-0.5,-3.5,0,2.3,4.9,0.465,0.8,2.2,0.365,1.4,2.6,0.55,0.549,0.9,1.2,0.8,0.5,1.3,1.8,2.1,0.4,0.1,0.7,1.4,6.3,miltosh01
Shake Milton,28,LAL,SG,11,0,128,10.4,0.601,0.464,0.429,3.6,12.1,8,16.6,0.8,0.7,19.4,14.2,0.1,0.1,0.2,0.072,-3,-0.5,-3.5,0,2.7,5.8,0.465,1,2.7,0.389,1.7,3.1,0.529,0.554,0.9,1.2,0.758,0.6,1.3,1.9,2.4,0.6,0,0.7,1.6,7.4,miltosh01
Shake Milton,28,LAL,SG,11,0,128,10.4,0.601,0.464,0.429,3.6,12.1,8,16.6,0.8,0.7,19.4,14.2,0.1,0.1,0.2,0.072,-3,-0.5,-3.5,0,1.2,2.5,0.464,0.3,1.2,0.231,0.9,1.4,0.667,0.518,1,1.1,0.917,0.4,1.3,1.6,1.5,0.2,0.1,0.7,0.9,3.6,miltosh01
Precious Achiuwa,25,NYK,C,30,3,614,15.6,0.584,0.138,0.237,11.8,20.7,16.3,6.5,2.5,3.5,13,13.6,0.8,0.9,1.7,0.136,-0.7,0.5,-0.2,0.3,2.8,5.1,0.546,0.3,0.7,0.381,2.5,4.4,0.573,0.572,0.7,1.2,0.611,2.1,3.8,5.8,1,1,0.8,0.8,1.6,6.5,achiupr01
Cam Thomas,23,BRK,SG,19,17,614,18.5,0.596,0.427,0.383,1.8,11.3,6.4,19.6,1.1,0.2,11.5,31.9,0.8,0.3,1.1,0.085,2.8,-2,0.8,0.4,7.9,17.7,0.448,2.8,7.6,0.375,5.1,10.2,0.503,0.528,5.9,6.8,0.876,0.5,3.1,3.6,3.4,0.7,0.1,2.7,1.9,24.7,thomaca02
Jonathan Mogbo,23,TOR,PF,37,6,612,13,0.533,0.162,0.318,11.5,15.9,13.7,12.4,2.1,2.7,15,14.2,0.5,0.6,1.1,0.085,-1.8,0.5,-1.4,0.1,1.9,4.2,0.468,0.2,0.7,0.32,1.7,3.5,0.496,0.494,0.9,1.3,0.714,1.7,2.4,4.1,1.5,0.7,0.5,0.8,1.8,5.1,mogbojo01
Jaden Hardy,22,DAL,SG,39,3,609,10.4,0.545,0.477,0.181,1.3,9.5,5.5,13.1,1.7,0.7,16,24.9,-0.5,0.4,-0.1,-0.004,-3,-1.5,-4.5,-0.4,3.1,7.1,0.43,1.3,3.4,0.386,1.7,3.7,0.469,0.522,0.9,1.3,0.74,0.2,1.4,1.6,1.4,0.5,0.1,1.5,1.6,8.4,hardyja02
Jose Alvarado,26,NOP,PG,27,7,599,14.9,0.565,0.67,0.158,2.1,7.7,4.8,26.9,2.7,1.2,11.9,18.4,0.9,0.2,1.1,0.091,0.4,-0.5,-0.1,0.3,3.2,8,0.405,2.2,5.3,0.41,1,2.6,0.394,0.542,1,1.3,0.794,0.4,1.5,2,4.1,1.3,0.3,1.1,2,9.6,alvarjo01
Dalen Terry,22,CHI,SG,47,1,598,8.6,0.548,0.375,0.292,4.8,7.4,6.1,12.2,1.7,1.6,17.7,13.8,0.1,0.4,0.5,0.038,-4.3,-0.3,-4.6,-0.4,1.4,3.1,0.451,0.4,1.1,0.352,1,1.9,0.511,0.517,0.6,0.9,0.69,0.6,0.9,1.5,1.2,0.5,0.2,0.7,1.5,3.8,terryda01
Dalano Banton,25,POR,PG,39,0,598,15,0.519,0.438,0.257,2.3,11.5,6.9,21.9,2.3,3.1,13,26,0,0.5,0.5,0.044,1,0,1,0.5,3,7.4,0.41,1.2,3.2,0.357,1.9,4.2,0.451,0.488,1.3,1.9,0.703,0.3,1.6,1.9,2.1,0.7,0.5,1.2,0.9,8.5,bantoda01
Kel'el Ware,20,MIA,C,33,7,598,18.8,0.635,0.29,0.157,7.4,23.8,15.7,5.7,1.6,5.2,9.3,18.3,0.9,1,1.9,0.15,0.3,0.3,0.6,0.4,3.6,6.4,0.562,0.8,1.8,0.41,2.8,4.5,0.624,0.621,0.7,1,0.727,1.2,4,5.2,0.6,0.6,1,0.7,1.3,8.6,wareke01
Bogdan Bogdanović,32,ATL,SG,24,0,598,7.7,0.502,0.652,0.152,2.1,10,5.9,11.2,1.6,0.9,13.4,18.8,-0.4,0.4,-0.1,-0.005,-4.3,-0.6,-4.9,-0.4,3.5,9.3,0.371,1.8,6.1,0.301,1.6,3.3,0.5,0.469,1.3,1.4,0.882,0.5,2.3,2.8,2,0.8,0.3,1.5,2.4,10,bogdabo01
Brandon Ingram,27,NOP,SF,18,18,595,16.3,0.56,0.345,0.165,3,15.7,9.1,27.2,1.3,1.7,16.2,30.2,-0.1,0.2,0.1,0.007,1.5,-1.8,-0.3,0.3,8.6,18.5,0.465,2.4,6.4,0.374,6.2,12.1,0.514,0.53,2.6,3.1,0.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2,ingrabr01
Donovan Clingan,20,POR,C,37,10,593,16.4,0.566,0.146,0.238,18,26,22,6.5,1.3,8.7,20.5,14.9,0.4,0.9,1.4,0.11,-2.7,1.1,-1.6,0.1,2.1,4.1,0.523,0.2,0.6,0.273,2,3.5,0.566,0.543,0.7,1,0.694,2.7,3.8,6.4,0.7,0.4,1.5,1.2,2.6,5.1,clingdo01
Jusuf Nurkić,30,PHO,C,25,23,592,12.7,0.556,0.362,0.423,8.9,33.2,21.4,11.1,1.9,2.5,22.8,18.7,-0.2,0.9,0.6,0.052,-3.8,0.5,-3.3,-0.2,3,6.5,0.454,0.8,2.4,0.322,2.2,4.2,0.529,0.512,1.9,2.8,0.696,1.8,7.3,9.2,1.9,0.9,0.6,2.3,3.1,8.6,nurkiju01
Jared McCain,20,PHI,SG,23,8,592,15.6,0.589,0.485,0.204,2.5,9,5.5,17,1.3,0,11,25,0.7,0.2,0.9,0.071,2,-1.5,0.5,0.4,5.5,11.9,0.46,2.2,5.8,0.383,3.3,6.1,0.532,0.553,2.1,2.4,0.875,0.6,1.9,2.4,2.6,0.7,0,1.6,1.6,15.3,mccaija01
Oso Ighodaro,22,PHO,PF,39,2,591,10,0.572,0.019,0.33,6.6,17.1,12,8.5,1.5,2.1,15.9,10.8,0.4,0.5,0.8,0.068,-3.5,0.2,-3.3,-0.2,1.5,2.7,0.566,0,0.1,0,1.5,2.7,0.577,0.566,0.5,0.9,0.543,0.9,2.4,3.3,0.9,0.5,0.3,0.6,1.6,3.6,ighodos01
Kyle Lowry,38,PHI,PG,30,12,589,10.3,0.543,0.762,0.276,1.9,10.5,6,19.4,2.6,1.6,14.5,10.3,0.6,0.5,1.1,0.087,-2.5,1.8,-0.7,0.2,1.3,3.5,0.362,0.9,2.7,0.35,0.3,0.8,0.4,0.495,0.8,1,0.828,0.3,1.7,2,2.8,1,0.3,0.7,1.9,4.3,lowryky01
Ja'Kobe Walter,20,TOR,SG,31,8,587,9.2,0.499,0.483,0.22,3.9,10,6.9,10.3,1.6,1,9.5,18.2,-0.1,0.3,0.2,0.019,-3.4,-1.3,-4.7,-0.4,2.7,6.7,0.397,1,3.3,0.307,1.7,3.5,0.481,0.471,1,1.5,0.696,0.7,1.7,2.4,1.4,0.6,0.2,0.8,1.8,7.4,walteja01
Justin Champagnie,23,WAS,SF,31,13,583,15.6,0.611,0.478,0.159,7.9,17.6,12.6,7.8,2.5,3.1,11.4,15.7,0.7,0.5,1.1,0.093,-0.5,0.5,0,0.3,3,5.9,0.511,1.1,2.8,0.379,1.9,3.1,0.632,0.602,0.6,0.9,0.655,1.5,3.1,4.6,1,1,0.6,0.8,1.8,7.7,champju01
Kris Murray,24,POR,SF,42,0,575,10,0.509,0.399,0.209,8.1,9.5,8.8,8.8,1.4,1.3,11.6,13.9,0.2,0.3,0.5,0.039,-1.9,-0.7,-2.6,-0.1,1.7,3.6,0.458,0.4,1.5,0.262,1.3,2.2,0.587,0.51,0.3,0.8,0.438,1,1.2,2.2,0.9,0.4,0.2,0.5,0.9,4,murrakr01
Drew Eubanks,27,2TM,C,38,4,575,16.1,0.634,0.034,0.39,7.7,24.4,16.1,11.7,0.8,5.3,15.3,14.8,0.8,0.5,1.3,0.108,-0.8,0.7,-0.1,0.3,2.3,3.8,0.61,0.1,0.1,0.6,2.3,3.7,0.61,0.62,0.9,1.5,0.632,1.1,3.4,4.4,1.2,0.3,0.8,0.8,1.2,5.7,eubandr01
Drew Eubanks,27,2TM,C,38,4,575,16.1,0.634,0.034,0.39,7.7,24.4,16.1,11.7,0.8,5.3,15.3,14.8,0.8,0.5,1.3,0.108,-0.8,0.7,-0.1,0.3,2.4,3.9,0.607,0.1,0.1,0.6,2.3,3.8,0.607,0.617,1,1.5,0.632,1.1,3.5,4.5,1.2,0.3,0.9,0.8,1.2,5.8,eubandr01
Drew Eubanks,27,2TM,C,38,4,575,16.1,0.634,0.034,0.39,7.7,24.4,16.1,11.7,0.8,5.3,15.3,14.8,0.8,0.5,1.3,0.108,-0.8,0.7,-0.1,0.3,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,0,0,0,0,0,2,eubandr01
Drew Eubanks,27,UTA,C,37,4,568,16.2,0.632,0.034,0.393,7.8,24.5,16.2,11.8,0.9,5.3,15.4,14.9,0.8,0.5,1.3,0.108,-0.8,0.7,-0.1,0.3,2.3,3.8,0.61,0.1,0.1,0.6,2.3,3.7,0.61,0.62,0.9,1.5,0.632,1.1,3.4,4.4,1.2,0.3,0.8,0.8,1.2,5.7,eubandr01
Drew Eubanks,27,UTA,C,37,4,568,16.2,0.632,0.034,0.393,7.8,24.5,16.2,11.8,0.9,5.3,15.4,14.9,0.8,0.5,1.3,0.108,-0.8,0.7,-0.1,0.3,2.4,3.9,0.607,0.1,0.1,0.6,2.3,3.8,0.607,0.617,1,1.5,0.632,1.1,3.5,4.5,1.2,0.3,0.9,0.8,1.2,5.8,eubandr01
Drew Eubanks,27,UTA,C,37,4,568,16.2,0.632,0.034,0.393,7.8,24.5,16.2,11.8,0.9,5.3,15.4,14.9,0.8,0.5,1.3,0.108,-0.8,0.7,-0.1,0.3,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,0,0,0,0,0,2,eubandr01
Drew Eubanks,27,LAC,C,1,0,7,12.3,1,0,0,0,15.7,7.9,0,0,0,0,6.2,0,0,0,0.15,-2,-3.1,-5.1,0,2.3,3.8,0.61,0.1,0.1,0.6,2.3,3.7,0.61,0.62,0.9,1.5,0.632,1.1,3.4,4.4,1.2,0.3,0.8,0.8,1.2,5.7,eubandr01
Drew Eubanks,27,LAC,C,1,0,7,12.3,1,0,0,0,15.7,7.9,0,0,0,0,6.2,0,0,0,0.15,-2,-3.1,-5.1,0,2.4,3.9,0.607,0.1,0.1,0.6,2.3,3.8,0.607,0.617,1,1.5,0.632,1.1,3.5,4.5,1.2,0.3,0.9,0.8,1.2,5.8,eubandr01
Drew Eubanks,27,LAC,C,1,0,7,12.3,1,0,0,0,15.7,7.9,0,0,0,0,6.2,0,0,0,0.15,-2,-3.1,-5.1,0,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,0,0,0,0,0,2,eubandr01
Paolo Banchero,22,ORL,PF,17,17,574,15.6,0.5,0.29,0.414,4.2,23,12.9,26.1,1,2,12.8,33.3,-0.6,0.8,0.3,0.021,0.2,-0.4,-0.2,0.3,8,19.1,0.42,1.6,5.5,0.287,6.4,13.5,0.474,0.461,4.9,7.9,0.627,1.3,6.2,7.5,4.8,0.7,0.7,3.3,2.2,22.5,banchpa01
Johnny Juzang,23,UTA,SG,32,5,571,11.2,0.585,0.714,0.132,3.7,13.1,8.5,8.4,1,0.8,7.4,15.9,0.8,0.1,0.9,0.073,-0.8,-1.5,-2.3,0,2.5,5.9,0.418,1.7,4.2,0.4,0.8,1.7,0.463,0.561,0.7,0.8,0.88,0.6,2.2,2.8,1,0.4,0.2,0.5,1.9,7.3,juzanjo01
Neemias Queta,25,BOS,C,39,5,570,15.8,0.688,0.016,0.349,10.4,17.4,13.9,6.4,1.1,4.5,14.7,13,1.2,0.9,2.1,0.177,-1.7,1,-0.6,0.2,2.2,3.2,0.667,0,0.1,0,2.2,3.2,0.677,0.667,0.8,1.1,0.727,1.4,2.3,3.7,0.7,0.3,0.7,0.6,1.8,5.1,quetane01
Jay Huff,26,MEM,C,43,1,564,18.2,0.681,0.665,0.211,4.2,13.8,9.1,7,0.9,6.5,10.1,19.5,1.3,0.8,2.1,0.175,2.9,1,3.9,0.8,2.8,5.3,0.524,1.5,3.5,0.417,1.3,1.8,0.737,0.663,0.9,1.1,0.771,0.5,1.7,2.3,0.7,0.3,0.9,0.7,1.4,7.9,huffja01
Moritz Wagner,27,ORL,C,30,1,564,22.4,0.649,0.301,0.442,7.7,23.8,15.2,14.1,2.1,2.1,14.1,26.7,1,1,2,0.174,2.8,1.3,4.1,0.9,4.7,8.3,0.562,0.9,2.5,0.36,3.8,5.8,0.649,0.616,2.6,3.7,0.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,wagnemo01
Ausar Thompson,22,DET,SF,28,17,563,15,0.55,0.171,0.278,8.1,18.1,13.1,12,3.7,2.2,15.3,18.7,0.2,1,1.1,0.098,-2.6,2.1,-0.5,0.2,3.4,6.7,0.513,0.3,1.1,0.219,3.2,5.5,0.574,0.532,1.1,1.9,0.615,1.5,3.3,4.8,1.7,1.5,0.5,1.4,2.6,8.3,thompau01
Ajay Mitchell,22,OKC,SG,34,1,561,12.4,0.604,0.307,0.199,3.3,9.4,6.4,13.3,2.1,0.5,13.4,15.8,0.7,1,1.6,0.138,-2.3,1.1,-1.2,0.1,2.5,4.9,0.506,0.6,1.5,0.431,1.8,3.4,0.539,0.572,0.8,1,0.848,0.5,1.5,2,1.7,0.7,0.1,0.8,1.7,6.4,mitchaj01
Cam Reddish,25,LAL,SF,31,8,560,7.8,0.529,0.523,0.302,3.1,9.3,6.3,5,2.7,1.6,11,8.6,0.1,0.6,0.7,0.059,-4,1.6,-2.5,-0.1,1.2,2.8,0.43,0.4,1.5,0.289,0.8,1.3,0.585,0.506,0.5,0.8,0.615,0.5,1.5,2,0.7,1,0.3,0.4,1.4,3.3,reddica01
Isaac Okoro,24,CLE,SG,28,16,551,10.4,0.567,0.595,0.191,4.5,6.9,5.7,10,1.7,1.8,7.2,11.9,0.8,0.5,1.3,0.115,-1.2,0.8,-0.4,0.2,2,4.7,0.427,1.1,2.8,0.397,0.9,1.9,0.472,0.546,0.6,0.9,0.72,0.8,1.3,2.1,1.6,0.7,0.4,0.4,2,5.8,okorois01
Mark Williams,23,CHO,C,22,19,550,27.5,0.642,0.004,0.424,14,28.5,21,18.2,1.3,4.8,7.7,22.8,2.2,0.8,3,0.263,4.5,1.1,5.6,1.1,6.3,10.5,0.597,0,0,0,6.3,10.5,0.6,0.597,3.5,4.5,0.776,3.4,6.5,9.8,2.5,0.7,1.2,1,2.6,16,willima07
Marcus Sasser,24,DET,PG,39,0,545,13.4,0.573,0.513,0.126,2.7,7.5,5.1,22.4,2.2,0.7,14.4,18.4,0.6,0.5,1.1,0.096,-1,0.1,-0.9,0.2,2.3,4.9,0.461,0.8,2.5,0.337,1.4,2.4,0.591,0.547,0.6,0.6,0.917,0.3,0.9,1.3,2.2,0.6,0.1,0.9,1.3,5.9,sassema01
Cody Williams,20,UTA,SG,26,12,545,3.3,0.389,0.525,0.183,2.6,8.8,5.7,8.5,1.2,1.7,14.5,11.7,-0.7,0.1,-0.6,-0.051,-6.3,-0.9,-7.2,-0.7,1.4,4.6,0.3,0.6,2.4,0.238,0.8,2.2,0.368,0.363,0.5,0.8,0.636,0.5,1.7,2.2,1.3,0.5,0.4,0.8,1.9,3.9,willico04
Seth Curry,34,CHO,SG,40,8,543,12.2,0.627,0.524,0.101,2.9,8.1,5.4,6.8,1.5,0.9,8.8,15,0.7,0.4,1.1,0.095,-1,-0.2,-1.3,0.1,2.1,4.2,0.488,1,2.2,0.466,1,2,0.513,0.61,0.4,0.4,0.882,0.4,1,1.4,0.6,0.4,0.1,0.4,0.9,5.5,curryse01
Kyle Anderson,31,GSW,PF,36,3,541,15,0.522,0.308,0.16,5.1,16.7,10.7,21.3,2.3,3.5,10,15.6,0.6,0.8,1.4,0.127,-0.2,2.3,2.1,0.6,2.1,4.7,0.45,0.5,1.4,0.365,1.6,3.3,0.487,0.506,0.5,0.8,0.667,0.8,2.3,3.1,2.3,0.7,0.6,0.6,1.1,5.3,anderky01
Andre Drummond,31,PHI,C,28,16,538,14.2,0.533,0.069,0.384,14.5,33,23.3,4.5,3,1.9,20.2,19.1,-0.3,0.8,0.6,0.053,-3.6,-0.4,-4,-0.3,2.9,5.7,0.509,0,0.4,0.091,2.9,5.3,0.541,0.513,1.3,2.2,0.574,2.5,5.1,7.6,0.6,1.1,0.4,1.7,2.4,7.1,drumman01
Max Strus,28,CLE,SF,22,9,537,11.2,0.569,0.784,0.047,3.5,15,9.4,15,1.3,1.3,12.7,13.8,0.6,0.6,1.2,0.106,0,0.7,0.6,0.4,2.8,6.7,0.419,2,5.3,0.371,0.9,1.5,0.594,0.564,0.2,0.3,0.714,0.8,3.5,4.2,3,0.6,0.4,1,2,7.8,strusma01
Khris Middleton,33,MIL,SF,23,7,534,18,0.627,0.408,0.218,1,15.5,8.5,28.5,1.5,0.9,13.8,21.9,1.1,0.6,1.7,0.151,1.6,0.2,1.8,0.5,4.7,9.2,0.512,1.5,3.7,0.407,3.2,5.4,0.584,0.595,1.7,2,0.848,0.2,3.5,3.7,4.4,0.7,0.2,1.6,2.3,12.6,middlkh01
Alex Caruso,30,OKC,SG,28,0,533,12.9,0.48,0.578,0.078,3.6,11.4,7.6,16.1,4.4,2.7,10.2,14.1,0.2,1.3,1.5,0.139,-2.1,4.3,2.2,0.6,2.1,5.5,0.383,0.9,3.2,0.292,1.2,2.3,0.508,0.468,0.3,0.4,0.75,0.6,2.1,2.7,2.5,1.8,0.5,0.6,1.9,5.5,carusal01
Kenrich Williams,30,OKC,PF,37,1,530,14.5,0.603,0.485,0.101,6.5,18,12.4,9.5,2.2,1,10.6,15.8,0.8,1.1,1.9,0.17,-0.7,1.4,0.7,0.4,2.3,4.6,0.497,0.8,2.2,0.366,1.5,2.4,0.621,0.586,0.4,0.5,0.882,0.9,2.5,3.3,1,0.6,0.1,0.6,1.6,5.8,willike04
Cam Whitmore,20,HOU,SF,31,0,525,14.6,0.532,0.449,0.162,4.7,15.9,10.2,7.7,1.9,1.6,10.7,24.9,0.1,0.8,0.9,0.083,0.1,-0.2,-0.1,0.3,3.7,8.5,0.438,1.3,3.8,0.328,2.5,4.7,0.527,0.511,1,1.4,0.721,0.8,2.5,3.2,0.8,0.7,0.3,1.1,1,9.7,whitmca01
Gary Payton II,32,GSW,SG,38,10,519,14.4,0.593,0.307,0.183,7.1,17,11.9,13.8,2.3,2,14,15.6,0.6,0.7,1.3,0.121,-1.9,1.6,-0.4,0.2,2.2,4,0.542,0.3,1.2,0.213,1.9,2.8,0.689,0.575,0.5,0.7,0.714,0.9,2.1,3.1,1.3,0.7,0.3,0.7,1.6,5.2,paytoga02
